,Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
414,454,>FV!,.Pave,>REg.,Lvl., ALLPUB,?inside,GTL,?SomERst.,>norm	,.NORM;,!1FAM<,.2story,>gable,>COMpSHg,<VinylSD!,:VinylSd;,>NONE,!Gd!,?TA,>PCOnC, gd!,	TA>,.NO.,!UNF..., Unf,.Gasa, EX,Y<, Sbrkr,>gd>,typ,>Attchd..., rfn,TA?,Ta...,Y	,wd.,.NORMAL:
415,455,...Rl,;PAVE,>reg,Lvl,...allpub?,;INSIDE,>GTL ,.mitchel,NORM...,norm,DUPLEX<, 1story,	GablE,:compshg,;PLYWOOD,;PlywoOD	,NONE!,.Ta,Ta<,CBLOCK!, ta.,<Ta!,...no,!Alq,Unf;,.gasa,TA,y?,...SBrkR,.ta,?typ?,;DETCHD,!Unf,.Ta,;TA!,>y!,Wd>,FAMILY;
416,456,RL!,pave:,REg!,lvl,?ALLPUb,INSIdE?,!gtl<,?Nwames:,?Norm,;NoRM?, 1fam>,<1STORY,HIP?,?compshg ,HdBoarD,>Hdboard,BRKFACE:,TA,:ta,:Cblock,Ta ,!TA,No!,<ALQ, unf?, GASA:,<FA,Y!,:Sbrkr!,;TA,!TYP,ATTCHD;,?UNF<,ta...,ta	,:y,WD,!NORMAL
417,457,?rm;,PAvE	, Reg.,Lvl,ALlPUB., INSIDE,GTL.,oldtown,NOrm	,	norm,	1Fam<,.2story?,	GABLE,>COMpShg,ASBSHNG?,ASbSHnG>,<NONE,:TA	,.TA,;Brktil.,TA;,TA>,!no;,unf;,	unf,gasa;,;Fa,n,;sbrkr,TA;,typ:,;DeTchD>,;unf,:Fa,fa>,<Y,;Cod,...Abnorml
418,458,>Rl	,?PAVE,>ir1,!Low, allpub,CULDSAC<,MoD?,ClEaRCR , Norm,.norm?,1FAM:,:1STORY:,FLaT,	tar&grv...,?Plywood,PLYWOOD:,<None,>TA ,!ta, CBLOCK,.Gd?,!Ta:,?Gd,BLQ,UNF	,GASA:,Ex>,Y ,!sbrkr...,GD ,MIN1,?attchd;,;FIn,;TA.,;TA,:Y,.wd?,	Normal
419,459,>RM, PAVE	,?reg,LVL.,...ALLPUB:,;INSIDE,Gtl...,<oldtown!,Norm	,	NoRM>,1FaM?,	2story:,hip:,COmPShg ,:Stucco...,<WD SHNG,	None	,.ta:,Gd<,!PCOnC,.Ta,ta, No,:unf,>Unf,GASA ,Fa<,<Y?,?SBrKr>,!Gd.,TYP...,DETCHD!,	UNF,Ta;,.Ta.,...Y?,>wd,	Normal
420,460,>Rl,pave, Ir1,bnk...,allpub?,?CorNeR,;Gtl<,Brkside.,	norm,NORM:, 1fam,!1.5fin...,?gable, CoMPShg,!Metalsd:,Metalsd?,	brkcmn,...TA>,:ta, CBLOCK,<Ta,.TA;,	No,.LWQ,	Unf	,GAsA,ta...,?Y,SBRKR<,	Gd<,:TYP!,.DETchd>,UNF!,TA.,TA,y	,?WD:,<normal
421,461,<Fv,.PaVe, Ir1,?Lvl,.AlLPUb,inside	,GTl,...somerst ,>RRAN:,?NORM,<1FAM>,<2STORY.,!Gable,CoMpShg,Vinylsd.,	ViNyLSd.,;STONE;,.Gd...,	ta,...PConc...,?Gd.,;TA,no?,GLQ, UNF,?GAsA>,>EX,:Y;,;SBRkr,<Ta,TYP:,;Builtin,!Fin;,:TA,ta., Y,>NEW,PARTIAL 
422,462,	rl	,...pave,:reg:,	LVL...,.allpub,!Inside.,Gtl,Swisu<,:Feedr,NORM>, 1FaM,	2story<,?Gable.,Compshg.,Wd Sdng?,.WD SDnG,None;,GD.,<GD?,	pconc>,GD!,...gd,<No,alq;,!blq?,?gasa:,:EX,Y<,...SBrKr ,	gd,.Typ	,;detchd.,RFn:,;TA	,ta...,y...,	wd...,	Normal
423,463,>RL?,;pave.,?ir1,	lvl,?Allpub>,>inside..., Gtl,;Sawyer,Norm.,norm<,1fam>,!1story.,GABLE ,Compshg.,;METALSD,...metalsd, None,.Ta,Ta<,CBLOCK ,;TA:,	TA...,No;,rec...,...Blq,...GasA!,GD;,!y, SBRKr, TA,:TyP,.DETCHD,?Unf:, TA ,TA,:Y!, WD,>Normal
424,464,...RL,>PAVE	, IR1,HLS.,>ALLPUB,INSIDE,>MoD<,<CRAWFOR?,Norm<,...norm ,1fam>,2story;,hip,?COmPShg...,STUCCO;,STucCo!, None,<Ta	,TA<,CBLOCK...,Ta	,ta>,<No<,LWQ!,?Unf,;Gasa?,Fa,!Y!,;fusea ,TA,Typ	,DETcHD.,	unf,<ta,!TA,.Y,	WD	,?Normal
425,466,rm:,PAve>,<reg>,...Lvl,;ALlPUB,INSIDE:,GTL>,BLMNGTN,NoRM!,norm?,TwNhSE<,<1story,HiP	,...COMPSHG:,VINYLSD;,VINYLSD,Brkface	,?gd>,Ta>,PCONC	,Gd.,	TA,No.,;UNf,:unf	,gasa	,Ex	,;y:,SBRKr ,Gd,TYP;,Attchd ,<FiN;,>TA.,.TA,Y...,WD:,.Normal
426,467,RL...,<Pave	,REG,!LvL>,	ALLPUB!,?INSIDE,!GTL.,NAmEs?,Norm...,Norm<,1fam.,1story,FLAT,TAR&GrV!,!Plywood?,Plywood;,None	,ta:,:gd, CBLoCK,ta:,>gd,GD!,	Glq>,Unf...,>Gasa,...TA,Y;,SBRKr;,Ta;,>TyP!,	ATTCHD,Unf>,!TA,...Ta,...Y,:WD,	NORMAL
427,468,...Rl,!PAVE;,REG;,.lvl,ALlPuB>,	InsiDe!,...gtl,NAMES ,;artery,:NORM<,1FAm?,!2story>,;Gable,COMPSHG!,...metalsd.,?MeTalSd!,!stone>,TA...,TA,CBLock	,;TA,TA?,...no,>LWQ	,UNf ,>GAsA,EX?,;y,?Sbrkr?,!Gd,>TYP	, AttchD?, UNF,Ta ,:TA,y?,wd:, Normal.
428,469,:Rl<,PAVE , ir1,lvl?,ALLPUB...,.INSIDE!,gtl ,NridgHt;,;NoRM;,Norm>,>1FAM,1SToRY,?Gable>,;Compshg!,...VINYlSD ,vinylsd ,STONE,gd;,ta:,.PCONC,>Gd,?Ta:,>No,>Unf.,unf>,	GaSA<,ex!,Y	,SBRKR:,;gd	, Typ,!AttCHd,rfn ,?TA>,TA<,Y!,?WD,:Normal<
429,470,RL.,:pave.,!ir1,Lvl	,ALLPuB.,...CORNER ,;Gtl?,SAWYERW<,>Rrne,<NOrm>,>1fam,2story...,!gable,COMpSHg:,...Hdboard?,Hdboard>,?BRKFACE,;Gd;,:ta,Pconc:,:Gd., Ta,...NO:,>Glq:, unf,Gasa ,Ex,	Y,SBRKR	, gd:,TYP<, AttChD,<RFn,	Ta	,.ta,<Y	,	WD,...Normal.
430,471,RL,PAVE!,IR1!,Lvl...,Allpub	,CORNER>,<GTL ,.STONEBR,?Norm.,NORM...,<twnhse,:1STORY	,	Gable,COMPSHG:,!HDBOARD>,Hdboard,<NONE	,GD:,ta ,pconc:,?GD;,:Ta,AV:, glq!,<blq,Gasa	,;ta>,Y:,	sbrkr,Gd	,<TYP,Attchd ,RFN>, TA!,ta...,Y...,?Wd	,NORMaL 
431,472,RL<,...PAVe<,REG.,lvl,<ALLPUB,<Inside,>GTL	,...NWAMEs,POSA.,<norm,;1fam;,;2story,:MANSARD<,<WdShAke,<WDSHING,	PLYWOOD ,!NONE,	Ta ,TA:,?CBlOcK,:gd,	ta<,.No ,.Unf,?Unf ,Gasa,Ta;,<Y ,!sbrkr	,ta...,:TyP,...attchd,;RFn,?ta,TA, y, WD...,!NOrmAl
432,473,!RM,>pave,Reg?,Lvl.,	AlLPUb>,<inside	,<Gtl...,;edwards , Norm!,norm	,TWNHSE ,...Slvl:,;GABLE,COMpSHg?,	vinylsd,:VINYLSD,!brkface, Ta,.ta:,;PCOnc ,Gd.,?Ta,Gd,Glq!,?Unf,GASA<,	Ex,y,;SBRKR,TA,.TyP!,;basment,Rfn	,TA;,Ta ,Y,WD,?Normal!
433,474,.RL,:Pave<,	IR1, LVL>,	allpub,INSIDE, GtL!,NRIdGHT ,!Norm,NORm;,;1fam,1story;,GAble>,>Compshg ,.vinylsd,<Vinylsd!,;brkface.,.Gd,TA,<Pconc,.ex,Ta;,.Gd,!Glq,UnF!,<GASA ,?Ex;,.Y,SBRKr<,gd	,.Typ, ATTCHD,...RFN, ta,ta:,;Y,NEW!,<partial
434,475,RL:,	Pave,:REG;,lvl<,allpub	,<inside!,...gtl, stonebr,!NORM,...NOrM , twnhse;,1STORY, GABLE	,<COmPSHG:,;Cemntbd,.CMEntBd?,;none,?Gd,Ta ,PCONC!,?Gd,;Ta;,av...,<Glq,!Unf,GASA!,>Ex>,y?,sbrkr;,EX.,Typ...,...ATTCHD>,Rfn ,	ta:,ta ,?Y.,.Wd:,NORMAL?
435,476,>RL,?PAVE,!Reg	,?LVL.,>Allpub,COrNEr?,:Gtl,;SAWYER ,?NORM, NORM,1fam:,1story,>Hip...,!compshg,.HDBOarD,hdboard.,NOne?,...ta,	TA,CBLOCk ,>TA,ta.,No<,!GLQ,Unf ,<gasa, TA,Y...,	sbrkr,>TA,typ	,...Detchd ,:UNf,TA ,TA?,<Y ,?Wd,.normal
436,477,	RL,PAve.,...ReG,.LVL,allpub ,inside?,.MOD,<collgcr ,...NOrm<,<Norm,?1fam:,1StORy>,	gable,:compshg ,VINYLSD?,;VINYLSD,!BRKFACE.,	ta?,;Ta,Pconc?,:GD>,TA;,?GD,GLQ,unf...,Gasa<, Ex,...y,:Sbrkr,Gd...,	TyP,...AtTchd	,.FIN!,?TA,>TA,Y<,	WD.,<NORMAL.
437,478,rl ,>pave , REG,!LVL!,?ALLPUB,:inside:,gtl:,<Nridght?,Norm;, NOrm,>1fam,!2Story,<Hip.,!CoMPSHG,?vinylsd,>VinYLSd ,BRkFaCe;,	Ex,!Ta,Pconc>,.GD,TA.,AV?,...UNF!,UNF<,?GasA,Ex	,!Y,SBRkR?,Ex!,Typ;,>BUILTIN?,!FIn,TA>,.Ta.,.Y,;WD, NORMAL 
438,479,>rl,?PAVE,:Reg,LVL>,ALLPUB	,Inside!,	Gtl,COLLGCR,	norm,.NOrm,1FAM;, 1StoRY,!Hip,.Compshg,VINYLSD	,...VInYlSd,;STONE,<GD:,.TA>,PCONc!,Ex	,...TA,.GD...,...glq,Unf..., GASA...,EX,Y...,?SBRkr...,Gd	,	TyP;,<Attchd...,;Rfn,.TA,TA!,.Y,Wd!,!NOrMAl
439,480,RM?,Pave	,.Reg,?BnK,>Allpub,INsidE>,	Gtl;,.OlDTOwn;,;norm,Norm!, 1fam;,	1story ,.Hip,?Compshg, StuCCO,StuCCo>,	BRKCMN,ta,ta,<BRKTIL:,.Fa>,TA...,<NO	,REC<,UnF ,<gasa ,...TA,:y,sbrkr., Ta,TYP,DETCHD;,:Unf,TA!,ta>,!y,WD ,ALLOCA
440,481,RL;,	PaVE,IR1!,.lvl,<allpub,	Fr2,Gtl...,NRIDGHT...,NorM;,.NORm,1fam>,1StORY..., HIP,Compshg;,:Vinylsd,<Vinylsd,!Brkface,...Gd.,?Ta,.PCONC...,.EX,TA	,	gd...,;Glq:,UNf?,gasa	,<EX,Y>, Sbrkr?,	Gd>,<Typ	,?ATTCHD?,Fin,TA:,ta:,!Y,...WD,?normal:
441,482,;RL:,pave<,<IR1 ,?hls, allpub,.Inside>,	GTL,<NRIDGHT,;norm,>NORm,;1fam;,1story,?Hip,<Compshg ,;Vinylsd:,;VInYLSd,brkface;,>Gd,Ta...,...Pconc., EX,TA:,GD	,Glq!,<UNF:,;GASA>,!EX,<Y,.SBRKR,:EX,TyP,;attchd,Fin?,!Ta ,TA<,Y?,WD	,NoRmAL:
442,483,:RM,:PaVe?,Reg>,Lvl!,ALLPUB	,>corner,Gtl...,:OLDTOWN,Norm.,NORM	,;1FAM ,:2StORy,>GABLE:,Compshg ,Stucco>, Stucco!,NOne;, Gd,	ta:,.PCoNC,	TA,...Ta!,<No:,ALQ>,?unf,gasa ,Ex>,>Y,...Sbrkr,EX:,min2;,ATTCHD?,;Unf...,Fa,fa>,...y,WD ,	normal
443,484,...RM,>PAVE ,REG<,LVL,	ALLPUB,fr2 ,Gtl;,mitchel.,Norm;,Norm.,Twnhs:,!1story:,!hip?,!Compshg,Vinylsd<,VINYLSD,brkface<,<ta,TA:,:Pconc ,:EX,>ta?,NO...,!GLQ,?UNF?,GASA?,EX>,.Y ,<SBRKR,TA	,TYP>,:AtTchD,Unf ,ta.,TA , Y	,WD;,normal 
444,485,>rl,Pave?,.ir1:,	LvL,ALLPUB;,	CORNER,>GTL,	sawyer,Norm;,	norm	,.1fam,?1STOry	,GABLE...,COMPSHG	,HDBOARd,...plywood,>NONE,!TA,;Gd:,?CBLOCK,.TA,:TA ,:no?,.Alq,UNF!,GASA<,:Gd,>Y:,<SBRKR,!Gd;,?TYP,Detchd:, UNF ,>Ta ,>TA,!y.,	WD,NORMAL?
445,486,...Rl!,!Pave,;Reg,	Lvl,	ALLPUB,!INSIDE,Gtl;,NAMES<,	norm,;norm:,...1FAM,:1STOrY,;gable,>compshg,MeTalSd ,<MetalSD, NONE	,;gd<,ta<,>CBlOcK,?TA,?TA;,.No	,?ALQ,<UNf.,GaSA<,;Gd,.Y,:SBRKR	,GD...,Typ	,;ATTCHD!,>Unf<,Ta<,ta...,Y>, wd...,?NormaL<
446,487,:RL:,pave?,reg;,Lvl<,ALLPUB,INSIDE,.gtl!,Names:,NORM ,Norm,1FAM...,1STORY.,;HIP,	COMPSHG,?Metalsd,Metalsd!,;Brkface;,Ta!,!Ta,	cblock,TA	,ta<,>no.,ALQ ,...UNF;,?GASA.,ta,?Y:,>SBRKR!, TA	,>TYP,?attchd!,Rfn<,:TA,>TA,Y?,?wd,normal?
447,488,rl...,PAVE<, Ir1,lvl<,?allpub<,INSIde...,<gtl,!NWAMES, Norm.,:norm	,1FAm!,<1story,Gable	,.COMPShG,PlYwoOD>,Plywood;,?None<, TA<,<TA,;CBloCK>,;GD,Ta:,;Av,!alq,unf;,.GASA ,gd!,;Y,sbrkr!,?TA,:TYP,attchd?,UNF,Ta!,>TA,...y,WD.,normal?
448,489,RL!,PAVE...,<reg,<lvl,...ALLPUB,Corner<,GTl.,OlDTOWN,?Norm<,:Norm;,.2FMCOn,.1.5Fin,gable;,>compshg,Wd sdng?,<WD Sdng>,None>,?TA...,:FA,CBLOCK:,...ta>,fa	,no	,<Blq., Unf...,<GASA,	ta...,;N ,<FUSEA ,!TA,Mod>,!Attchd!,unf;,.TA?, fa,<n>,CONLD ,<Normal
449,490, rm,pave>,ReG;,<LVL,Allpub.,InsIde!,gtl,<MEADOWV,Norm ,>NORM,Twnhs>,SFOYER<,GabLe ,Compshg.,!cemntbd:,CmENTBd;,None	,<ta,!Gd>,Cblock!, GD,...Ta, AV,glq.,<UNF?,Gasa!,!Ta,Y,SBRkR.,GD	,>TYP,ATtchd,UNF!,...ta, TA,Y?,.Wd...,.Normal.
450,491,...Rm,:pave,?REg , Lvl<,ALLPUB., InSide,<GTL...,:MEadowV.,:norm?,NORM ,:TWNHsE,:2STORY!,...Gable<,<COMPSHG;,CEMNTBD!,<cmentbd,.none...,Ta!,TA.,<pconc!,Gd ,TA,!MN,!UNF,!unf:,gasa.,TA:,!Y ,SBRKR;,ta	,TYP ,:builtin!,!Fin<,>TA,Ta!, y,!wd:,Normal!
451,492,:Rl?,...PAVE...,REG!,.LvL,!AlLPUB ,Inside ,gtl, names,!Artery,?NORM,>1fam;, 1.5FIN:,;GaBlE...,...COMPShG>,>WD SDng>,Wd sdng!,?none.,:TA>,.Ta,CBLOCK ,>TA,<Ta,:No,...BLQ,>REC,GASA<,?ta	,;y>,fusea!,<FA,TYp ,attchd:,unf ,	ta!,:TA>,;Y,WD;,>NORMAL
452,493,;RL>,.Pave...,IR1<,>Lvl,	allpub,	CornER., GTL,;GILBERT,NoRM?,norm,1FAM ,2STory.,.gable>,ComPSHg ,.VINylSD:,VINYLSD;,	NONE,GD,!ta;,.Pconc,Gd?,Ta,NO?,...Unf,UNF	,GAsA,:gd,Y,;sbrkr	,TA?,:typ.,.ATTCHD,:RFN,TA>,ta,?Y!,new ,:PARtIAL
453,494,...RL,Pave	,!REG,LVL ,...ALLPUB.,INSiDe>,:Gtl,NAMes.,Norm>,!Norm<,?1Fam,1STORY!,GABLE	,!COMPSHG,>BRkFaCE>,wd sdng.,	None,ta?,;TA>,CBLOCK ,;ta>,TA...,:NO,blq...,Lwq...,;GaSA,>ta ,.Y...,!Fusea<,?TA ,<TyP,?DETCHD,.UNF,.Ta:,Ta., Y,WD<,Normal!
454,495,RM...,>Pave,.REG	,lvl.,>allpub;,...Inside;,<GtL,Oldtown!,...ARTERY, NoRm,1fam...,>1StOry,GABLE,	compshg,METALSD>,MeTALSd.,None:,?ta?,;TA,...Brktil:,FA	,TA.,>NO,;unf,Unf<,	gasa,.gd,Y<,FuseA...,TA;,<Typ,<attchd,;Unf,:TA,...Ta,>Y,Wd ,	NoRmAL.
455,497,<RL,!PAVE:,;ir1!,Lvl<,;allpub,!inside,<Gtl,?Noridge,Norm:,NORM,>1fam,;1story,<Hip,:Compshg...,.BRKFACE.,BrKFace.,NonE>, gd<,...ta ,:PConc,;GD,	TA,.NO,<Glq,	Unf,gasa ,EX,y,	SBrkR,<GD ,?Typ,	Attchd, RFN?,ta ,	ta,!Y;,!Wd?,>Normal
456,498,!Rl,pave>,REG!,lvl...,allpub?,?inside,<gtl>,.BRKSIDE...,!NORM,;norm>,1fam ,:1.5fin, GaBle,;COMPSHG,wd sdng!,<WD SDNG.,NONE.,?Ta	,...GD,>PCONC?,>ta	, TA ,NO!,rec>,?UnF,;GasA.,.EX	,.Y<,.SBrKr,TA,:TYP	, DEtchD,UNF ,Ta...,.ta	,>N<,;WD, NoRmAl
457,499,?RL...,:pave,	Reg,!LvL,...ALLPUB>,:INSIDE,GtL.,?sawyer ,.NORm:,:norm,1fam>,1story ,hip., COMPSHG,HDBOARD!,HDBOARD,.BRKFACe,!TA,TA?,	PCONC;,Ta	,TA,NO...,:ALQ!,.UNF,>Gasa,ex:,Y;,SBRkR...,?gd,TYP	,!attchd!,	fin?,Ta ,Ta;,!Y,WD...,NoRMal:
458,500,.rl, PAVE	,:IR1,?Lvl?,Allpub	, InsIdE,GTL>,.NAmes<,NORM ,	NOrm:,:1fam:,1STORY!,Gable...,:Compshg ,?metalsd?,<Metalsd?,...NONE, TA>,TA!,CBLOCK,TA.,>ta,>no,blq:,Lwq!,...GaSA ,>FA,y<,!SBrkr.,:ta,typ!,>attchd>,!fin.,...Ta.,ta...,!Y,...WD:,...NORMAL 
459,501, rm,...pave	,:reg,lvl!,Allpub:,inside	,>Gtl,brdale!,norm?,<norm!, TWNHS,2story:, GAbLe,...COMPShG.,HDBOARD;,	hdboard!,?Brkface,.TA, ta,cblock:,:Ta,ta,	no,blq<,UNF;,.GASA,TA:,Y,.SBRKR,Ta	,:TYP>,.DetChd ,UNF.,<Ta,<ta,Y	,:Wd,	NorMAl
460,502,Fv ,Pave.,<reg, LVl!,	AlLPuB,:Inside,GTL	,Somerst.,Norm<,	Norm	,1FAm;,2story?,;Gable,:COMPSHG.,>VINYLSD, VinylSD ,?none,Gd ,TA:,PConC ,...Gd<,Ta;,NO,GLQ	,>unf,<Gasa, gd,Y<,Sbrkr ,gd;,TYP...,attchd?,RFN<,?ta,Ta	,Y?,:wd...,NORMAL
461,503,?Rl,PaVE ,REG<,?LVL ,Allpub!,corner?,GTL<,EdwaRDs	,FEEDr>,Norm,1FAM , 1STOrY>,	Hip,...Compshg ,METALSD ,METALSD ,...NONE,ta...,?ta,;CBLOCK,<TA,...TA!,NO>,	alq,glq!,GaSA;,!EX?,!y,...sbrkr:,<ta,?TYP,DETCHD...,unf	,>Fa,FA.,>y!,>Wd, NORmAL.
462,504,...rl,;PAVE,IR1>,<LVL,>allpub,inside?,GTL., Crawfor,NORM:,NORM>,;1fam , 1STORY...,GABLE,	Compshg,brkface,Wd sdng.,None>,TA,Ta ,CBLOCK	,TA:,	ta;,!NO,?ALQ,:UNF,GasA	,ta?,>Y	,sbrkr!,ta:,	TYP>,.attchd.,FiN?,TA,;TA.,>y<,;WD<,...NormaL
463,505,	rl,PAVE>,.REG,Lvl;,ALLPUB!,...Inside.,!GtL,NPKVILL,NoRm!,Norm,:Twnhse>,2story	,	GAble:,:COMPSHG,>PLYWOOD,BrK CmN>,None>,Ta	,>Ta,CBLOCK,:TA,ta	,No>,:ALQ...,ReC>,!gasa,;TA,...Y,Sbrkr ,:TA>,;Typ!,...ATTcHD:,>UNF,?TA!,<TA,Y>,wd ,<NoRMal
464,506,RM	,pave!,REG:,lvl?,allpub:,	INsidE,gtl<,oldtown	,:artery,Norm?,!DUPLEX,2STORY , HiP:,CoMPShG ,:wd sdng.,WD SDNG...,...Brkface?,.ta:,<TA,	Cblock:,TA<,:ta.,no?,!unf, UNF,<GaSA,>GD,...Y:,	SBRkr...,ta;,>TYP...,Detchd,UNF,TA.,...Ta,N;,?cod?,Normal!
465,507,rl..., Pave, ir1, LVL,<allpub,>Inside;,GTl	,.SawyeRW:, Norm?,:norm>,1fam<,	2story,:Gable:,...Compshg!,	VInyLSd;,VinYLSd;,:BrKFaCe!,gd;, ta.,...pconc,:Gd,?Ta,;no,...Glq:,:UNF:,gasa,>Ex:,...Y ,SBRKR.,;Gd ,Typ,...Attchd:,	Rfn,ta...,TA...,>y<,:WD,:normal
466,508,Fv,PAVE...,IR1 ,lvl>,allpub;,Inside,>GTl,;Somerst!,<NoRM,	NorM,:1FAM,1story,?GABLE!,;compshg;,>Vinylsd,vinylsd...,:NOnE,GD;,TA<,;pconc...,!GD<,ta;,...No:,GLQ.,Unf...,Gasa!,!EX...,Y:,	Sbrkr,?gd...,TyP!,...attchd ,FIN,...Ta,TA,Y.,NEW,<Partial 
467,509,.RM	,!Pave,!Reg ,	LVl ,Allpub,>inside:,gtl?,OLDTOWN<,	NORm...,>Norm, 1fam,	2story...,Gambrel ,Compshg?,METALSD?,>Metalsd,<None,Ta:,<ex,BRKTil:,ta.,ta;,no?,REC>,UnF!,	GASA.,	EX,<Y,?SBRKR!,>gd,	Typ<,<Detchd,...unf	,;TA,TA?,	N ,?wd,NOrMAl>
468,510,rl?,...pave:,.REG...,!lvl...,<allpub.,!CORNER,Gtl., NAMES,!Norm,norm,...1Fam<,1story!,...Gable,...compshg,METALSD?,...Metalsd,<BRKFAcE,<Ta<,Ta!,>Cblock,.Ta,!TA, NO,:ALQ., UnF>,GASA;,EX,:Y,!Sbrkr...,!Ta>, Typ<,:ATTCHD,:RFN.,ta	,<TA,y:,WD?,>NoRMAl.
469,511,:RL,pave ,.REG:,!LvL>,?allpub,;INSIde,gtl	, Names,<norm?,norm;,1fam:,...1story,:hip,:compshg,Wd SdnG<,Wd sdng,;brkcmn<,GD:,:TA,<CBLOCK...,<Ta,ta	,.no,.Blq,Rec<,!GaSA,	EX,Y:,SBRKR;,;TA,Min1?,.CARPORT., Unf,...TA.,!ta	,>Y,Wd?,.NORMAL!
470,512,RL,;Pave,<ir1,LVL.,<allpub,inside>,...Gtl,nridght, Norm	,>Norm,?TWNHSE,?1StOry ,Gable?,;Compshg,VINYLSD;,Vinylsd;,?STOnE,:gd,TA	,:pconc,Gd,.Ta,	No,Unf>, UNF;,	gasa,<EX,Y>,...SBrkr...,>gd;,.TyP.,?ATTCHD ,.RFN,.TA;,:Ta,Y!,?New, PARtIaL>
471,513,Rl>,>pave,<REG	,?LVl;,	ALLPUB,<CORNER;,<GTL:,:NAMES...,	FEEDR,<norm:,1fam,...1STORY,GABLE?,;compshg,VINylSd,VINYLSD,?NoNe?, TA ,>TA...,;CBLOCK,Ta...,ta?,no,.BLQ.,LWQ?,<gasa,.TA;,:Y>,<SBRkR;,TA!,Typ!,detchd?,UNF.,<ta>,:TA>,<Y,<Wd,<normal
472,514,RL,Pave<,reg.,bnk;,...allpub,!CORNER,	GTL, mitchel,norm ,Norm,<1fam>, 1StORY.,<Gable,Compshg..., Vinylsd,Vinylsd?,NONE>,;TA:,...gd:, PCONC,TA., TA,.NO.,ALQ,:UNF,gasa...,Ta>,;Y,	Sbrkr.,>TA!,Typ?,:ATtcHd,!unf,TA...,TA.,>Y?,.wd,NORMAL:
473,515, RL>,PAvE?,?reg,Lvl:,AlLPUB,INSIDE	,!Gtl,...CRAWFOR;,NoRm...,NORM.,1FAM,1.5unf	,gable!,<CoMPShG,<WD SDNG,>Wd sdng ,?NONE;,.TA;,<TA,	BrkTIL,...Ta:,Ta;,	NO,;unf!,Unf,Grav>,Fa<,	N,...Sbrkr,<Ta,...TyP,Detchd	,UNF?,po,>po,y ,WD<,NORMAL<
474,516,RL;, PaVe...,!Reg,Lvl.,Allpub?,:INsidE,GtL:,NrIDGHT:,>NORM?,;NORM,1FAM;,...1STORY,HiP;,compshg	, cemntbd<,<Cmentbd,brkface, EX,>TA,;CBLOCK.,ex ,.ta,	NO,<glq,UNF	,GASA?,;ex,...Y,?Sbrkr,!Ex,!typ?,!Attchd:,!FIN.,<TA...,TA:,.Y,new:,PARTIal...
475,517,>rl,.Pave!,IR1 ,>LVl,ALLPUB ,CoRNer ,?gtl,;Nwames.,norm.,!Norm, 1FaM;,.slvl:,Gable.,COMPSHG;,>HDBOARD?,HDBOARD:,	BrkFaCe!,:ta>,>TA,CBLOCk?,<Ta!,Ta<,!no,	Unf!,!UnF	,GASA!,:ta,Y,.Sbrkr>,.Ta,typ,Attchd...,Rfn<,	ta!,;TA , Y , cod ,:ABNORML
476,518,rl<,	PaVe, IR1<,LVL?, ALlPuB.,>INSIDE,	GTL,>NoRIdGe,;NORM,;NORM,!1fam,...2StOry, gable,Compshg<,.vinylsd., ViNYlSd,<BRKFACE ,>gd,ta,PCONC.,!gd,TA,:no>,?UNf<,unf,gasa,.ex,Y,SBRKR:,Gd,Typ,	AtTchd,:rfn,Ta,ta!,;Y...,WD?,<normal<
477,519,RL<,Pave...,<IR1.,lvl	,ALLPUB,>Culdsac,!gtl,?COllGCr...,	Norm;,norm!,?1fam!,2story!,...gable,Compshg ,VINYLSD	,:Vinylsd,...NoNE, Ta;, TA,<pconc:,:gd:,...ta	,MN:,GLQ...,?unf!,	gasa;,...Ex,;y,;sbrkr<, TA,	TYP,<Attchd.,RFN<,Ta;, ta ,;Y.,WD?,.normal
478,520,RL!,PAVe<,<Reg<,:LvL,allpub!,Inside?,<Gtl,Crawfor	,<Norm,!norm,1FAM:,	2story.,Gambrel>,COMPSHG.,...METALSD...,?Metalsd...,NONE?, Gd,ta.,BrkTiL.,Gd ,	ta ,no ,:UNF,UNF:,.Gasa,...EX<, Y,:Sbrkr!,?gd,typ...,Detchd;,unf?,!TA<, TA,.Y,:WD,...NoRmAL
479,522,RL..., PAvE<,ir1:,?lvl	,:allpub?,>CORNER,Gtl	,?names,Feedr?,norm,<1fam<,>1STORY...,gable;,COMPSHG,.VInylSD,?vinylsd ,.None<,...TA,Ta,:cblock,TA ,TA!,...NO,REC ,unf...,>GasA<,>EX,...y,!fusea<,TA<, Typ	,.Attchd, unf,...ta<,?TA.,Y,...wd,normal:
